Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,city,lat,lng
4389,2020-07-03 04:00:00,2020-07-01 20:00:00,2020-07-02 12:22:00,Visakhapatnam,395,ILLEGAL POSSESSION,11,F,Knife,Other Crime,18,Yes,16-09-2020 04:00,,,
4407,2020-07-04 01:00:00,2020-07-02 14:00:00,2020-07-03 02:37:00,Nashik,199,SEXUAL ASSAULT,67,F,Other,Violent Crime,14,No,,,,
4417,2020-07-03 17:00:00,2020-07-03 00:00:00,2020-07-03 15:57:00,Visakhapatnam,184,ILLEGAL POSSESSION,28,F,Explosives,Other Crime,12,Yes,29-09-2020 17:00,,,
4463,2020-07-05 14:00:00,2020-07-04 22:00:00,2020-07-05 04:44:00,Visakhapatnam,257,TRAFFIC VIOLATION,45,F,Poison,Traffic Fatality,11,No,,,,
4466,2020-07-07 20:00:00,2020-07-05 01:00:00,2020-07-05 09:05:00,Visakhapatnam,193,VANDALISM,30,F,Blunt Object,Other Crime,18,Yes,17-07-2020 20:00,,,
4468,2020-07-06 10:00:00,2020-07-05 03:00:00,2020-07-05 08:16:00,Visakhapatnam,492,DOMESTIC VIOLENCE,13,M,Firearm,Violent Crime,15,Yes,14-08-2020 10:00,,,
4535,2020-07-10 17:00:00,2020-07-07 22:00:00,2020-07-07 22:00:00,Vasai,175,SEXUAL ASSAULT,49,M,Poison,Violent Crime,14,No,,,,
4560,2020-07-09 10:00:00,2020-07-08 23:00:00,2020-07-09 16:54:00,Vasai,418,ASSAULT,28,F,Blunt Object,Violent Crime,7,No,,,,
4631,2020-07-14 12:00:00,2020-07-11 22:00:00,2020-07-12 18:44:00,Visakhapatnam,282,SHOPLIFTING,45,F,Other,Other Crime,6,No,,,,
4658,2020-07-13 11:00:00,2020-07-13 01:00:00,2020-07-13 22:58:00,Visakhapatnam,419,FRAUD,27,F,Other,Other Crime,3,No,,,,
4714,2020-07-17 06:00:00,2020-07-15 09:00:00,2020-07-15 12:19:00,Nashik,401,EXTORTION,18,F,Firearm,Other Crime,4,No,,,,
4718,2020-07-17 21:00:00,2020-07-15 13:00:00,2020-07-15 22:03:00,Vasai,110,HOMICIDE,20,F,,Other Crime,3,Yes,16-12-2021 21:00,,,
4723,2020-07-16 23:00:00,2020-07-15 18:00:00,2020-07-16 14:12:00,Nashik,449,IDENTITY THEFT,37,M,Poison,Violent Crime,19,Yes,15-08-2020 23:00,,,
4732,2020-07-17 21:00:00,2020-07-16 03:00:00,2020-07-16 16:43:00,Visakhapatnam,530,VANDALISM,72,F,Knife,Other Crime,9,No,,,,
4740,2020-07-17 21:00:00,2020-07-16 11:00:00,2020-07-17 10:30:00,Vasai,545,HOMICIDE,28,F,Knife,Other Crime,6,Yes,22-05-2021 21:00,,,
4750,2020-07-18 23:00:00,2020-07-16 21:00:00,2020-07-16 21:42:00,Visakhapatnam,345,FIREARM OFFENSE,67,M,Firearm,Fire Accident,11,No,,,,
4760,2020-07-19 07:00:00,2020-07-17 07:00:00,2020-07-17 14:11:00,Nashik,592,DOMESTIC VIOLENCE,50,F,Poison,Violent Crime,10,No,,,,
4762,2020-07-18 16:00:00,2020-07-17 09:00:00,2020-07-18 01:31:00,Nashik,158,VEHICLE - STOLEN,35,F,Knife,Violent Crime,13,No,,,,
4867,2020-07-23 18:00:00,2020-07-21 18:00:00,2020-07-22 08:37:00,Vasai,304,ILLEGAL POSSESSION,74,F,Poison,Other Crime,2,No,,,,
4883,2020-07-24 22:00:00,2020-07-22 10:00:00,2020-07-23 00:11:00,Visakhapatnam,287,TRAFFIC VIOLATION,22,F,Blunt Object,Traffic Fatality,19,No,,,,
4887,2020-07-23 00:00:00,2020-07-22 14:00:00,2020-07-23 07:39:00,Visakhapatnam,231,FIREARM OFFENSE,43,F,,Fire Accident,14,No,,,,
4904,2020-07-23 19:00:00,2020-07-23 07:00:00,2020-07-23 13:40:00,Visakhapatnam,139,VANDALISM,68,F,Explosives,Other Crime,7,No,,,,
4957,2020-07-27 22:00:00,2020-07-25 12:00:00,2020-07-26 10:35:00,Visakhapatnam,323,FRAUD,67,F,Firearm,Other Crime,13,No,,,,
4964,2020-07-26 02:00:00,2020-07-25 19:00:00,2020-07-26 14:20:00,Nashik,417,SHOPLIFTING,61,F,Explosives,Other Crime,4,No,,,,
5003,2020-07-27 13:00:00,2020-07-27 10:00:00,2020-07-27 15:59:00,Visakhapatnam,466,SEXUAL ASSAULT,50,F,Blunt Object,Violent Crime,4,No,,,,
5193,2020-08-04 14:00:00,2020-08-04 08:00:00,2020-08-04 23:44:00,Visakhapatnam,334,TRAFFIC VIOLATION,48,M,Poison,Traffic Fatality,9,No,,,,
5214,2020-08-06 17:00:00,2020-08-05 05:00:00,2020-08-05 15:59:00,Vasai,270,FIREARM OFFENSE,42,F,Poison,Fire Accident,2,Yes,07-09-2020 17:00,,,
5224,2020-08-08 14:00:00,2020-08-05 15:00:00,2020-08-06 07:52:00,Nashik,437,ROBBERY,60,M,,Violent Crime,2,Yes,30-09-2020 14:00,,,
5234,2020-08-07 23:00:00,2020-08-06 01:00:00,2020-08-06 16:34:00,Visakhapatnam,519,ROBBERY,71,F,Poison,Violent Crime,2,No,,,,
5259,2020-08-09 09:00:00,2020-08-07 02:00:00,2020-08-07 03:55:00,Visakhapatnam,114,ARSON,55,F,Firearm,Fire Accident,8,Yes,27-10-2020 09:00,,,
5261,2020-08-07 07:00:00,2020-08-07 04:00:00,2020-08-08 02:33:00,Nashik,317,EXTORTION,41,F,,Other Crime,19,No,,,,
5271,2020-08-09 03:00:00,2020-08-07 14:00:00,2020-08-07 15:29:00,Visakhapatnam,205,SEXUAL ASSAULT,32,M,Other,Violent Crime,15,No,,,,
5307,2020-08-11 01:00:00,2020-08-09 02:00:00,2020-08-09 19:35:00,Vasai,253,DOMESTIC VIOLENCE,62,M,Knife,Violent Crime,7,Yes,10-10-2020 01:00,,,
5354,2020-08-13 17:00:00,2020-08-11 01:00:00,2020-08-11 17:59:00,Visakhapatnam,104,DRUG OFFENSE,34,M,Knife,Other Crime,12,No,,,,
5393,2020-08-13 20:00:00,2020-08-12 16:00:00,2020-08-13 06:25:00,Visakhapatnam,479,KIDNAPPING,23,F,Explosives,Other Crime,14,No,,,,
5405,2020-08-14 22:00:00,2020-08-13 04:00:00,2020-08-13 22:25:00,Vasai,371,SHOPLIFTING,30,F,Knife,Other Crime,16,No,,,,
5450,2020-08-16 22:00:00,2020-08-15 01:00:00,2020-08-15 19:42:00,Visakhapatnam,289,ROBBERY,43,F,Other,Violent Crime,10,Yes,08-11-2020 22:00,,,
5457,2020-08-16 15:00:00,2020-08-15 08:00:00,2020-08-15 20:59:00,Visakhapatnam,108,COUNTERFEITING,27,F,Explosives,Other Crime,4,No,,,,
5480,2020-08-18 17:00:00,2020-08-16 07:00:00,2020-08-17 05:30:00,Visakhapatnam,159,DOMESTIC VIOLENCE,61,F,Explosives,Violent Crime,4,No,,,,
5500,2020-08-18 10:00:00,2020-08-17 03:00:00,2020-08-18 02:18:00,Vasai,337,CYBERCRIME,34,M,Explosives,Other Crime,12,No,,,,
5570,2020-08-21 02:00:00,2020-08-20 01:00:00,2020-08-21 00:28:00,Visakhapatnam,193,IDENTITY THEFT,69,F,Poison,Violent Crime,9,No,,,,
5581,2020-08-20 23:00:00,2020-08-20 12:00:00,2020-08-20 13:42:00,Visakhapatnam,321,PUBLIC INTOXICATION,13,F,Other,Other Crime,3,Yes,01-09-2020 23:00,,,
5617,2020-08-24 15:00:00,2020-08-22 00:00:00,2020-08-22 13:45:00,Vasai,107,DOMESTIC VIOLENCE,13,F,Other,Violent Crime,12,Yes,17-10-2020 15:00,,,
5641,2020-08-24 11:00:00,2020-08-23 00:00:00,2020-08-23 19:12:00,Nashik,310,VEHICLE - STOLEN,51,F,Explosives,Violent Crime,16,Yes,02-10-2020 11:00,,,
5659,2020-08-24 11:00:00,2020-08-23 18:00:00,2020-08-23 22:33:00,Visakhapatnam,202,DRUG OFFENSE,39,F,Poison,Other Crime,13,No,,,,
5771,2020-08-29 20:00:00,2020-08-28 10:00:00,2020-08-28 14:10:00,Vasai,353,BURGLARY,53,F,Firearm,Other Crime,3,No,,,,
5805,2020-09-01 00:00:00,2020-08-29 20:00:00,2020-08-30 00:51:00,Nashik,104,VANDALISM,33,M,Firearm,Other Crime,13,Yes,22-10-2020 00:00,,,
5890,2020-09-04 14:00:00,2020-09-02 09:00:00,2020-09-02 09:45:00,Visakhapatnam,393,VANDALISM,76,F,Knife,Other Crime,7,Yes,27-10-2020 14:00,,,
5900,2020-09-05 13:00:00,2020-09-02 19:00:00,2020-09-03 15:19:00,Visakhapatnam,126,DOMESTIC VIOLENCE,78,F,Knife,Violent Crime,6,No,,,,
5906,2020-09-05 10:00:00,2020-09-03 01:00:00,2020-09-03 14:37:00,Nashik,174,CYBERCRIME,10,F,Poison,Other Crime,15,Yes,15-10-2020 10:00,,,
5922,2020-09-06 13:00:00,2020-09-03 17:00:00,2020-09-04 09:42:00,Visakhapatnam,529,ILLEGAL POSSESSION,55,F,Other,Other Crime,10,Yes,26-10-2020 13:00,,,
5924,2020-09-06 15:00:00,2020-09-03 19:00:00,2020-09-04 11:42:00,Visakhapatnam,400,EXTORTION,59,M,Poison,Other Crime,3,Yes,01-11-2020 15:00,,,
6006,2020-09-07 06:00:00,2020-09-07 05:00:00,2020-09-08 00:37:00,Nashik,209,EXTORTION,53,F,Firearm,Other Crime,19,No,,,,
6087,2020-09-12 21:00:00,2020-09-10 14:00:00,2020-09-10 20:31:00,Visakhapatnam,559,DOMESTIC VIOLENCE,13,M,,Violent Crime,7,Yes,01-10-2020 21:00,,,
6138,2020-09-14 13:00:00,2020-09-12 17:00:00,2020-09-13 08:44:00,Vasai,149,ASSAULT,54,M,Blunt Object,Violent Crime,3,No,,,,
6169,2020-09-14 22:00:00,2020-09-14 00:00:00,2020-09-14 13:09:00,Visakhapatnam,232,DRUG OFFENSE,31,F,Poison,Other Crime,6,No,,,,
6173,2020-09-14 05:00:00,2020-09-14 04:00:00,2020-09-14 15:36:00,Visakhapatnam,420,ROBBERY,77,F,Firearm,Violent Crime,10,No,,,,
6174,2020-09-16 10:00:00,2020-09-14 05:00:00,2020-09-15 01:31:00,Vasai,294,COUNTERFEITING,24,M,Explosives,Other Crime,5,Yes,18-11-2020 10:00,,,
6181,2020-09-14 19:00:00,2020-09-14 12:00:00,2020-09-14 23:22:00,Visakhapatnam,450,SEXUAL ASSAULT,70,F,,Violent Crime,6,Yes,02-08-2022 19:00,,,
6205,2020-09-16 20:00:00,2020-09-15 12:00:00,2020-09-15 15:40:00,Visakhapatnam,334,VEHICLE - STOLEN,44,M,Blunt Object,Violent Crime,18,Yes,14-11-2020 20:00,,,
6214,2020-09-18 18:00:00,2020-09-15 21:00:00,2020-09-16 10:50:00,Visakhapatnam,569,FRAUD,73,F,Knife,Other Crime,4,Yes,15-11-2020 18:00,,,
6256,2020-09-18 14:00:00,2020-09-17 15:00:00,2020-09-17 17:42:00,Visakhapatnam,136,ROBBERY,57,F,Explosives,Violent Crime,17,Yes,21-01-2021 14:00,,,
6262,2020-09-18 11:00:00,2020-09-17 21:00:00,2020-09-18 15:10:00,Vasai,400,BURGLARY,70,M,Other,Other Crime,2,Yes,25-12-2020 11:00,,,
6281,2020-09-19 01:00:00,2020-09-18 16:00:00,2020-09-19 01:27:00,Vasai,330,DRUG OFFENSE,24,M,Poison,Other Crime,8,No,,,,
6320,2020-09-21 15:00:00,2020-09-20 07:00:00,2020-09-21 04:37:00,Nashik,247,DOMESTIC VIOLENCE,23,F,Knife,Violent Crime,2,No,,,,
6336,2020-09-22 02:00:00,2020-09-20 23:00:00,2020-09-21 02:54:00,Nashik,275,ARSON,43,F,Firearm,Fire Accident,5,Yes,10-10-2020 02:00,,,
6392,2020-09-25 09:00:00,2020-09-23 07:00:00,2020-09-23 21:43:00,Visakhapatnam,158,DOMESTIC VIOLENCE,43,M,Poison,Violent Crime,11,No,,,,
6437,2020-09-25 14:00:00,2020-09-25 04:00:00,2020-09-25 16:03:00,Visakhapatnam,281,TRAFFIC VIOLATION,69,F,Firearm,Traffic Fatality,15,No,,,,
6495,2020-09-27 20:00:00,2020-09-27 14:00:00,2020-09-28 11:23:00,Nashik,179,PUBLIC INTOXICATION,72,F,Knife,Other Crime,3,No,,,,
6517,2020-09-30 05:00:00,2020-09-28 12:00:00,2020-09-28 13:08:00,Vasai,359,TRAFFIC VIOLATION,25,F,Other,Traffic Fatality,12,No,,,,
6563,2020-10-01 00:00:00,2020-09-30 10:00:00,2020-09-30 14:32:00,Vasai,222,PUBLIC INTOXICATION,41,F,Other,Other Crime,18,Yes,08-10-2020 00:00,,,
6567,2020-10-03 07:00:00,2020-09-30 14:00:00,2020-10-01 03:08:00,Visakhapatnam,161,SEXUAL ASSAULT,66,F,Blunt Object,Violent Crime,8,Yes,02-10-2021 07:00,,,
6593,2020-10-03 05:00:00,2020-10-01 16:00:00,2020-10-01 17:22:00,Nashik,599,IDENTITY THEFT,36,F,,Violent Crime,15,Yes,17-12-2020 05:00,,,
6596,2020-10-03 12:00:00,2020-10-01 19:00:00,2020-10-02 02:23:00,Visakhapatnam,270,FRAUD,47,F,Other,Other Crime,3,No,,,,
6618,2020-10-05 05:00:00,2020-10-02 17:00:00,2020-10-02 17:43:00,Visakhapatnam,480,ILLEGAL POSSESSION,44,M,Knife,Other Crime,4,Yes,16-11-2020 05:00,,,
6635,2020-10-05 09:00:00,2020-10-03 10:00:00,2020-10-03 14:01:00,Nashik,487,KIDNAPPING,69,M,Firearm,Other Crime,2,Yes,14-11-2020 09:00,,,
6655,2020-10-06 12:00:00,2020-10-04 06:00:00,2020-10-04 15:29:00,Visakhapatnam,192,VEHICLE - STOLEN,78,M,Other,Violent Crime,11,No,,,,
6659,2020-10-05 18:00:00,2020-10-04 10:00:00,2020-10-04 15:46:00,Nashik,244,COUNTERFEITING,76,M,Blunt Object,Other Crime,17,Yes,26-12-2020 18:00,,,
6679,2020-10-06 07:00:00,2020-10-05 06:00:00,2020-10-05 21:23:00,Visakhapatnam,298,VEHICLE - STOLEN,73,F,Blunt Object,Violent Crime,19,No,,,,
6702,2020-10-07 00:00:00,2020-10-06 05:00:00,2020-10-06 09:08:00,Visakhapatnam,540,HOMICIDE,52,M,Blunt Object,Other Crime,6,Yes,13-08-2022 00:00,,,
6749,2020-10-10 08:00:00,2020-10-08 04:00:00,2020-10-08 16:42:00,Vasai,321,PUBLIC INTOXICATION,36,F,Blunt Object,Other Crime,7,No,,,,
6772,2020-10-12 02:00:00,2020-10-09 03:00:00,2020-10-09 13:29:00,Visakhapatnam,193,SHOPLIFTING,34,M,Firearm,Other Crime,10,Yes,08-11-2020 02:00,,,
6791,2020-10-10 12:00:00,2020-10-09 22:00:00,2020-10-10 21:56:00,Nashik,361,DOMESTIC VIOLENCE,34,F,Explosives,Violent Crime,17,Yes,29-12-2020 12:00,,,
6821,2020-10-12 02:00:00,2020-10-11 04:00:00,2020-10-11 12:54:00,Nashik,222,FIREARM OFFENSE,54,F,,Fire Accident,14,No,,,,
6868,2020-10-13 05:00:00,2020-10-13 03:00:00,2020-10-13 10:43:00,Visakhapatnam,331,HOMICIDE,66,F,,Other Crime,16,Yes,15-03-2022 05:00,,,
6869,2020-10-15 08:00:00,2020-10-13 04:00:00,2020-10-13 04:45:00,Visakhapatnam,394,DRUG OFFENSE,60,F,Blunt Object,Other Crime,3,Yes,25-11-2020 08:00,,,
6870,2020-10-15 14:00:00,2020-10-13 05:00:00,2020-10-13 16:47:00,Visakhapatnam,101,DRUG OFFENSE,77,F,Blunt Object,Other Crime,4,Yes,07-12-2020 14:00,,,
6920,2020-10-18 01:00:00,2020-10-15 07:00:00,2020-10-16 00:02:00,Vasai,284,COUNTERFEITING,54,M,Knife,Other Crime,18,Yes,08-11-2020 01:00,,,
6968,2020-10-19 10:00:00,2020-10-17 07:00:00,2020-10-17 10:47:00,Visakhapatnam,131,ASSAULT,13,F,Poison,Violent Crime,16,Yes,20-11-2020 10:00,,,
6971,2020-10-18 15:00:00,2020-10-17 10:00:00,2020-10-17 18:59:00,Vasai,472,ASSAULT,50,F,,Violent Crime,12,No,,,,
6973,2020-10-18 02:00:00,2020-10-17 12:00:00,2020-10-18 11:44:00,Visakhapatnam,307,VEHICLE - STOLEN,60,F,Firearm,Violent Crime,1,No,,,,
7014,2020-10-21 12:00:00,2020-10-19 05:00:00,2020-10-19 07:23:00,Nashik,421,COUNTERFEITING,19,F,,Other Crime,3,No,,,,
7015,2020-10-21 18:00:00,2020-10-19 06:00:00,2020-10-20 03:47:00,Vasai,201,HOMICIDE,51,M,Explosives,Other Crime,19,No,,,,
7028,2020-10-21 14:00:00,2020-10-19 19:00:00,2020-10-20 16:26:00,Visakhapatnam,100,FRAUD,74,F,Explosives,Other Crime,5,No,,,,
7068,2020-10-24 01:00:00,2020-10-21 11:00:00,2020-10-21 17:12:00,Visakhapatnam,211,IDENTITY THEFT,49,F,Blunt Object,Violent Crime,6,Yes,18-11-2020 01:00,,,
7129,2020-10-24 11:00:00,2020-10-24 00:00:00,2020-10-24 04:50:00,Vasai,210,KIDNAPPING,73,M,Poison,Other Crime,19,No,,,,
7173,2020-10-28 07:00:00,2020-10-25 20:00:00,2020-10-26 04:12:00,Nashik,419,EXTORTION,60,M,Knife,Other Crime,11,No,,,,
7180,2020-10-27 17:00:00,2020-10-26 03:00:00,2020-10-26 04:34:00,Vasai,321,VANDALISM,21,F,Explosives,Other Crime,6,Yes,18-12-2020 17:00,,,
7184,2020-10-27 07:00:00,2020-10-26 07:00:00,2020-10-26 20:39:00,Nashik,452,FIREARM OFFENSE,30,F,Firearm,Fire Accident,15,Yes,30-11-2020 07:00,,,
7199,2020-10-29 18:00:00,2020-10-26 22:00:00,2020-10-27 13:16:00,Visakhapatnam,162,HOMICIDE,54,F,Blunt Object,Other Crime,7,Yes,16-12-2021 18:00,,,
7203,2020-10-28 10:00:00,2020-10-27 02:00:00,2020-10-27 04:43:00,Visakhapatnam,355,TRAFFIC VIOLATION,12,F,Blunt Object,Traffic Fatality,10,No,,,,
7212,2020-10-30 01:00:00,2020-10-27 11:00:00,2020-10-27 16:34:00,Vasai,163,ROBBERY,58,F,,Violent Crime,19,No,,,,
7228,2020-10-28 21:00:00,2020-10-28 03:00:00,2020-10-28 23:01:00,Nashik,365,ARSON,26,M,Explosives,Fire Accident,4,No,,,,
7262,2020-10-29 14:00:00,2020-10-29 13:00:00,2020-10-29 21:48:00,Vasai,371,HOMICIDE,75,F,Knife,Other Crime,1,No,,,,
7286,2020-10-31 14:00:00,2020-10-30 13:00:00,2020-10-30 20:35:00,Visakhapatnam,303,HOMICIDE,23,M,,Other Crime,14,Yes,17-02-2022 14:00,,,
7342,2020-11-03 23:00:00,2020-11-01 21:00:00,2020-11-02 18:03:00,Vasai,223,IDENTITY THEFT,41,F,Blunt Object,Violent Crime,5,Yes,28-11-2020 23:00,,,
7343,2020-11-04 03:00:00,2020-11-01 22:00:00,2020-11-01 23:24:00,Visakhapatnam,230,DOMESTIC VIOLENCE,22,F,,Violent Crime,18,Yes,18-11-2020 03:00,,,
7350,2020-11-04 05:00:00,2020-11-02 05:00:00,2020-11-02 08:35:00,Visakhapatnam,158,IDENTITY THEFT,56,F,,Violent Crime,2,Yes,22-01-2021 05:00,,,
7366,2020-11-03 10:00:00,2020-11-02 21:00:00,2020-11-03 06:30:00,Visakhapatnam,408,BURGLARY,52,F,Explosives,Other Crime,3,Yes,16-03-2021 10:00,,,
7406,2020-11-07 11:00:00,2020-11-04 13:00:00,2020-11-05 01:08:00,Nashik,426,EXTORTION,12,F,Poison,Other Crime,19,Yes,13-12-2020 11:00,,,
7444,2020-11-08 16:00:00,2020-11-06 03:00:00,2020-11-06 03:37:00,Visakhapatnam,599,HOMICIDE,37,F,Knife,Other Crime,16,No,,,,
7449,2020-11-08 19:00:00,2020-11-06 08:00:00,2020-11-06 16:47:00,Vasai,421,SEXUAL ASSAULT,77,M,Explosives,Violent Crime,19,Yes,16-09-2022 19:00,,,
7455,2020-11-07 21:00:00,2020-11-06 14:00:00,2020-11-06 19:16:00,Visakhapatnam,336,ARSON,42,F,Knife,Fire Accident,13,Yes,02-02-2021 21:00,,,
7465,2020-11-08 06:00:00,2020-11-07 00:00:00,2020-11-07 14:26:00,Visakhapatnam,486,EXTORTION,24,F,Explosives,Other Crime,19,Yes,22-12-2020 06:00,,,
7539,2020-11-11 03:00:00,2020-11-10 02:00:00,2020-11-10 10:27:00,Visakhapatnam,414,COUNTERFEITING,42,F,Knife,Other Crime,9,No,,,,
7566,2020-11-12 16:00:00,2020-11-11 05:00:00,2020-11-11 06:49:00,Nashik,209,ASSAULT,12,F,Firearm,Violent Crime,19,Yes,24-12-2020 16:00,,,
7594,2020-11-13 09:00:00,2020-11-12 09:00:00,2020-11-12 18:20:00,Nashik,556,VANDALISM,55,M,Explosives,Other Crime,5,No,,,,
7604,2020-11-15 05:00:00,2020-11-12 19:00:00,2020-11-13 04:44:00,Vasai,535,DRUG OFFENSE,48,F,,Other Crime,9,Yes,18-01-2021 05:00,,,
7651,2020-11-15 20:00:00,2020-11-14 18:00:00,2020-11-15 02:19:00,Visakhapatnam,546,FIREARM OFFENSE,33,F,Poison,Fire Accident,17,Yes,03-01-2021 20:00,,,
7667,2020-11-17 23:00:00,2020-11-15 10:00:00,2020-11-15 17:51:00,Vasai,318,ROBBERY,31,M,Other,Violent Crime,19,Yes,10-02-2021 23:00,,,
7682,2020-11-18 08:00:00,2020-11-16 01:00:00,2020-11-16 15:51:00,Nashik,531,SHOPLIFTING,62,F,Explosives,Other Crime,14,No,,,,
7691,2020-11-16 14:00:00,2020-11-16 10:00:00,2020-11-17 06:26:00,Vasai,120,FRAUD,55,F,Other,Other Crime,4,No,,,,
7725,2020-11-19 17:00:00,2020-11-17 20:00:00,2020-11-18 03:39:00,Visakhapatnam,253,ASSAULT,79,M,Firearm,Violent Crime,2,Yes,08-02-2021 17:00,,,
7738,2020-11-18 14:00:00,2020-11-18 09:00:00,2020-11-18 15:34:00,Nashik,174,FIREARM OFFENSE,52,M,Poison,Fire Accident,11,Yes,12-12-2020 14:00,,,
7762,2020-11-20 18:00:00,2020-11-19 09:00:00,2020-11-20 07:01:00,Vasai,220,EXTORTION,10,F,Other,Other Crime,10,No,,,,
7773,2020-11-21 12:00:00,2020-11-19 20:00:00,2020-11-19 23:31:00,Nashik,504,FRAUD,24,F,,Other Crime,10,Yes,07-02-2021 12:00,,,
7859,2020-11-24 18:00:00,2020-11-23 10:00:00,2020-11-23 15:21:00,Visakhapatnam,590,EXTORTION,68,F,Explosives,Other Crime,8,Yes,05-12-2020 18:00,,,
7875,2020-11-24 19:00:00,2020-11-24 02:00:00,2020-11-24 05:51:00,Visakhapatnam,587,ASSAULT,48,F,Explosives,Violent Crime,10,Yes,08-01-2021 19:00,,,
7877,2020-11-26 16:00:00,2020-11-24 04:00:00,2020-11-24 11:06:00,Visakhapatnam,390,ARSON,40,F,Knife,Fire Accident,7,Yes,07-02-2021 16:00,,,
7889,2020-11-25 05:00:00,2020-11-24 16:00:00,2020-11-25 06:09:00,Vasai,189,TRAFFIC VIOLATION,20,F,Poison,Traffic Fatality,12,Yes,26-11-2020 05:00,,,
8003,2020-11-30 09:00:00,2020-11-29 10:00:00,2020-11-29 18:35:00,Visakhapatnam,399,ARSON,21,F,,Fire Accident,9,Yes,31-01-2021 09:00,,,
8019,2020-11-30 09:00:00,2020-11-30 02:00:00,2020-11-30 17:08:00,Visakhapatnam,516,DRUG OFFENSE,28,F,Firearm,Other Crime,6,No,,,,
8028,2020-12-03 06:00:00,2020-11-30 11:00:00,2020-11-30 15:03:00,Visakhapatnam,300,SHOPLIFTING,10,F,Knife,Other Crime,3,No,,,,
8060,2020-12-04 15:00:00,2020-12-01 19:00:00,2020-12-02 04:56:00,Vasai,313,VANDALISM,40,F,Explosives,Other Crime,15,Yes,16-02-2021 15:00,,,
8066,2020-12-04 16:00:00,2020-12-02 01:00:00,2020-12-02 05:03:00,Nashik,465,ROBBERY,10,F,Blunt Object,Violent Crime,4,Yes,04-02-2021 16:00,,,
8114,2020-12-05 19:00:00,2020-12-04 01:00:00,2020-12-04 12:30:00,Nashik,322,CYBERCRIME,71,M,Blunt Object,Other Crime,9,No,,,,
8143,2020-12-06 18:00:00,2020-12-05 06:00:00,2020-12-05 18:21:00,Vasai,488,BURGLARY,63,F,Knife,Other Crime,6,Yes,03-04-2021 18:00,,,
8182,2020-12-07 04:00:00,2020-12-06 21:00:00,2020-12-07 19:44:00,Visakhapatnam,390,ASSAULT,57,M,Explosives,Violent Crime,18,Yes,04-03-2021 04:00,,,
8184,2020-12-07 19:00:00,2020-12-06 23:00:00,2020-12-07 14:59:00,Visakhapatnam,411,TRAFFIC VIOLATION,75,M,Explosives,Traffic Fatality,9,No,,,,
8190,2020-12-08 23:00:00,2020-12-07 05:00:00,2020-12-07 12:20:00,Nashik,359,IDENTITY THEFT,72,F,Blunt Object,Violent Crime,6,No,,,,
8255,2020-12-12 21:00:00,2020-12-09 22:00:00,2020-12-10 10:47:00,Vasai,310,TRAFFIC VIOLATION,59,F,Other,Traffic Fatality,18,No,,,,
8261,2020-12-10 19:00:00,2020-12-10 04:00:00,2020-12-10 14:32:00,Visakhapatnam,201,BURGLARY,25,M,Blunt Object,Other Crime,15,Yes,11-03-2021 19:00,,,
8264,2020-12-11 07:00:00,2020-12-10 07:00:00,2020-12-10 22:03:00,Visakhapatnam,284,PUBLIC INTOXICATION,48,F,Explosives,Other Crime,18,Yes,09-01-2021 07:00,,,
8275,2020-12-11 03:00:00,2020-12-10 18:00:00,2020-12-11 17:35:00,Visakhapatnam,159,ILLEGAL POSSESSION,64,F,Blunt Object,Other Crime,1,Yes,12-02-2021 03:00,,,
8294,2020-12-12 04:00:00,2020-12-11 13:00:00,2020-12-11 14:23:00,Vasai,530,DRUG OFFENSE,60,F,,Other Crime,17,No,,,,
8359,2020-12-17 00:00:00,2020-12-14 06:00:00,2020-12-15 05:40:00,Vasai,176,VEHICLE - STOLEN,48,F,Blunt Object,Violent Crime,13,Yes,15-03-2021 00:00,,,
8360,2020-12-14 10:00:00,2020-12-14 07:00:00,2020-12-14 12:16:00,Visakhapatnam,433,ASSAULT,24,M,Knife,Violent Crime,18,No,,,,
8383,2020-12-15 13:00:00,2020-12-15 06:00:00,2020-12-15 19:39:00,Visakhapatnam,543,VANDALISM,22,F,Other,Other Crime,14,No,,,,
8400,2020-12-18 17:00:00,2020-12-15 23:00:00,2020-12-16 11:31:00,Visakhapatnam,386,ASSAULT,18,F,Other,Violent Crime,13,No,,,,
8425,2020-12-17 06:00:00,2020-12-17 00:00:00,2020-12-17 11:19:00,Vasai,555,VANDALISM,79,F,Knife,Other Crime,6,Yes,15-02-2021 06:00,,,
8429,2020-12-18 07:00:00,2020-12-17 04:00:00,2020-12-17 06:30:00,Visakhapatnam,342,DRUG OFFENSE,74,M,Other,Other Crime,13,Yes,03-03-2021 07:00,,,
8452,2020-12-19 04:00:00,2020-12-18 03:00:00,2020-12-18 03:49:00,Nashik,261,ARSON,21,F,,Fire Accident,19,No,,,,
8466,2020-12-20 16:00:00,2020-12-18 17:00:00,2020-12-19 10:39:00,Visakhapatnam,131,FRAUD,36,F,Other,Other Crime,8,Yes,14-01-2021 16:00,,,
8512,2020-12-22 18:00:00,2020-12-20 15:00:00,2020-12-21 02:14:00,Vasai,406,ILLEGAL POSSESSION,65,F,Poison,Other Crime,19,No,,,,
